排名,名称,追番人数
1888,精灵宝可梦 剧场版7：裂空的访问者代欧奇希斯,5.5万追番
1889,精灵宝可梦 剧场版8：梦幻与波导的勇者路卡利欧,5.5万追番
1890,越狱兔 第2季,5.5万追番
1891,月咏-MOON PHASE-,5.5万追番
1892,精灵宝可梦 剧场版9：宝可梦保育家与苍海的王子 玛纳霏,5.4万追番
1893,逆转监督,5.4万追番
1894,蓝宝石之谜,5.4万追番
1895,交响情人梦 巴黎篇,5.4万追番
1896,昭和元祿落語心中（僅限港澳台地區）,5.4万追番
1897,偶像大师灰姑娘剧场 第四季（TV版）,5.4万追番
1898,美妙☆频道,5.4万追番
1899,高达创战者 TRY 岛上热战,5.4万追番
1900,干支魂～猫客万来～,5.4万追番
1901,哆啦A梦 新大雄的大魔境~扁扁与5人之探险队,5.4万追番
1902,CLAMP学园侦探团,5.4万追番
1903,强殖装甲凯普,5.4万追番
1904,超能力少女兰,5.4万追番
1905,食戟之靈 豪之皿（僅限港澳台地區）,5.4万追番
1906,网球并不可笑嘛 第八季,5.4万追番
1907,魔女的考验【日语】,5.4万追番
1908,记忆沉睡的孩子 奔向天空的摇篮,5.3万追番
1909,二十面相少女,5.3万追番
1910,柴犬阿旺的和式生活,5.3万追番
1911,宇宙战舰大和号2202 爱的战士,5.3万追番
1912,碧藍幻想（僅限台灣地區）,5.3万追番
1913,精灵宝可梦 剧场版11：骑拉帝纳与冰空的花束洁咪,5.3万追番
1914,怪盗基德（中配）,5.3万追番
1915,快盗天使 BREAK,5.3万追番
1916,怪谈餐厅,5.3万追番
1917,精灵宝可梦 剧场版4：雪拉比穿梭时空的相遇,5.3万追番
1918,黄金拼图 Pretty Days,5.3万追番
1919,怪医黑杰克 OVA（1993）,5.3万追番
1920,弹珠警察,5.3万追番
1921,精灵宝可梦 剧场版6：七夜的许愿星基拉祈,5.3万追番
1922,奇诺之旅 疾病之国 -For You-,5.3万追番
1923,武装炼金,5.3万追番
1924,魔法少女奈叶 The MOVIE 2nd A’s,5.2万追番
1925,学校怪谈,5.2万追番
1926,少女☆歌剧Revue Starlight -The LIVE- #2 Transition,5.2万追番
1927,精灵宝可梦 剧场版14 黑：比克提尼与黑英雄 捷克罗姆,5.2万追番
1928,GO!GO!575,5.2万追番
1929,真魔神英雄传 魔神山篇,5.2万追番
1930,浪客剑心 （中配）,5.2万追番
1931,湾岸MIDNIGHT,5.2万追番
1932,铁胆火车侠 第一季,5.2万追番
1933,机巧魔神2,5.2万追番
1934,私立堀镡学园 番外篇,5.1万追番
1935,宫河家的空腹,5.1万追番
1936,越狱兔 第3季,5.1万追番
1937,兔丸,5.1万追番
1938,魔劍姬！通（僅限港澳台地區）,5.1万追番
1939,哆啦A梦 新·大雄与铁人兵团～振翅吧天使们～,5.1万追番
1940,宝可梦 我们的故事,5.1万追番
1941,游戏王剧场版 光之金字塔,5.1万追番
1942,萩萩公主,5.1万追番
1943,魔女的考验【中文】,5.1万追番
1944,侦探小队KZ事件簿,5.1万追番
1945,炎炎消防隊（僅限港澳台地區）,5.1万追番
1946,史上最强弟子兼一 OVA,5.1万追番
1947,乌瑟的穷困生活,5.1万追番
1948,哆啦A梦 大雄的海底鬼岩城,5.1万追番
1949,沉默的未知,5.1万追番
1950,白箱（僅限港澳台地區）,5.1万追番
1951,薄樱鬼 番外,5万追番
1952,精灵宝可梦 剧场版13：幻影的霸者索罗亚克,5万追番
1953,分形世界,5万追番
1954,魔法护士小麦R,5万追番
1955,精灵宝可梦 剧场版14 白：比克提尼与白英雄 雷希拉姆,5万追番
1956,随风飘的月影兰,5万追番
1957,怪盗Joker 第四季,5万追番
1958,魔法使的注意事项,5万追番
1959,鹤屋和熏干酪,5万追番
1960,哆啦A梦 大雄的人鱼大海战,5万追番
1961,SHUFFLE! MEMORIES,5万追番
1962,越狱兔 第4季,5万追番
1963,虹色DAYS OAD,4.9万追番
1964,滑头鬼之孙 第二季【中文】,4.9万追番
1965,世界征服 谋略之星 OVA,4.9万追番
1966,苍之茧,4.9万追番
1967,排球少年 烏野高校 VS 白鳥澤學園高校（僅限港澳台地區）,4.9万追番
1968,精灵宝可梦 剧场版15：酋雷姆VS圣剑士 凯路迪欧,4.9万追番
1969,暴力宇宙海贼,4.9万追番
1970,迷宫塔 ～乌鲁克之盾～,4.9万追番
1971,FORTUNE ARTERIAL -赤之约束- OAD,4.9万追番
1972,哆啦A梦 大雄和发条都市冒险记,4.9万追番
1973,每度！浦安铁筋家族,4.8万追番
1974,彩虹小马 小马国女孩4：无尽之森传奇,4.8万追番
1975,欢迎来到加帕里公园 第三季,4.8万追番
1976,鬼灭之刃 那田蜘蛛山篇,4.8万追番
1977,B-PROJECT（僅限港澳台地區）,4.8万追番
1978,少女☆歌剧Revue Starlight -The LIVE- #1 revival,4.8万追番
1979,校园迷糊大王 二学期,4.8万追番
1980,BECK,4.8万追番
1981,无限的未知,4.8万追番
1982,地狱天使,4.8万追番
1983,网球并不可笑嘛 第九季,4.8万追番
1984,仰望天空的少女瞳中的世界,4.8万追番
1985,偶像大师,4.7万追番
1986,新撰组镇魂歌 二分之一,4.7万追番
1987,当女孩遇到熊 SP,4.7万追番
1988,变形金刚 领袖之证 第三季（中文版）,4.7万追番
1989,近所物语,4.7万追番
1990,猫神八百万 SP,4.7万追番
1991,搖曳露營△ 第二季（僅限港澳台地區）,4.7万追番
1992,玛德莱克丝,4.7万追番
1993,悲惨世界 少女珂赛特,4.7万追番
1994,文学少女 剧场版,4.7万追番
1995,最终流放-银翼之法姆-,4.7万追番
1996,再见绝望先生 Blu-ray BOX化纪念话,4.7万追番
1997,魔力家族 La prima festa,4.7万追番
1998,哆啦A梦 大雄的猫狗时空传,4.6万追番
1999,头文字D Fourth Stage,4.6万追番
2000,夜之小双侠,4.6万追番
2001,純情羅曼史 第3季（僅限港澳台地區）,4.6万追番
2002,古城荆棘王,4.6万追番
2003,哆啦A梦 大雄与奇迹之岛～动物历险记～,4.6万追番
2004,到另一个你的身边去,4.6万追番
2005,落叶,4.6万追番
2006,鲁邦三世：Master File,4.6万追番
2007,X战记 剧场版,4.6万追番
2008,战国鸟兽戏画～乙～,4.6万追番
2009,文学少女 今日的点心～初恋～,4.6万追番
2010,梦幻妖子,4.6万追番
2011,ONE～辉之季节～,4.6万追番
2012,足球骑士,4.6万追番
2013,光晕：传奇,4.6万追番
2014,钢铁交响乐,4.6万追番
2015,交响诗篇 AO,4.6万追番
2016,苍色骑士,4.6万追番
2017,蛋黄酱萝莉,4.6万追番
2018,哆啦A梦 大雄与日本诞生,4.6万追番
2019,Ｄｒ．ＳＴＯＮＥ（新石紀）（僅限港澳台地區）,4.6万追番
2020,铁臂阿童木 1980,4.5万追番
2021,草莓棉花糖 encore,4.5万追番
2022,哆啦A梦 大雄的创世日记,4.5万追番
2023,柯基和伙伴的日常,4.5万追番
2024,今天开始做魔王 OVA,4.5万追番
2025,瓶诘妖精,4.5万追番
2026,Crane Game Girls,4.5万追番
2027,绝灭危愚少女,4.5万追番
2028,素描簿,4.5万追番
2029,雨色Convention,4.5万追番
2030,男子啦啦队！！,4.4万追番
2031,百慕大三角~多彩田园曲~,4.4万追番
2032,NEEDLESS,4.4万追番
2033,神圣十月,4.4万追番
2034,薄樱鬼 第一章 京都乱舞,4.4万追番
2035,战国Collection,4.4万追番
2036,科學超電磁砲T（僅限港澳台地區）,4.4万追番
2037,雨色可可 in Hawaii,4.4万追番
2038,怪医黑杰克21,4.4万追番
2039,怪物弹珠 第二季 前篇,4.4万追番
2040,薄樱鬼 第二章 士魂苍穹,4.4万追番
2041,全金属狂潮 TSR OVA 战队长悠闲的一天,4.4万追番
2042,金色琴弦 Blue?Sky,4.4万追番
2043,我的女神 战斗之翼,4.4万追番
2044,玉响～毕业写真～,4.4万追番
2045,枪神剧场版,4.4万追番
2046,怪盗JOKER 第二季,4.4万追番
2047,哆啦A梦 大雄的宇宙开拓史,4.4万追番
2048,心动的日子,4.4万追番
2049,银河铁道之夜,4.3万追番
2050,武装神姬 Moon Angel,4.3万追番
2051,只想受你欢迎,4.3万追番
2052,向山进发 回忆的礼物,4.3万追番
2053,哆啦A梦 大雄的宇宙漂流记,4.3万追番
2054,Da!Da!Da!,4.3万追番
2055,兔龟 女高网球部外传,4.3万追番
2056,幕末Rock,4.3万追番
2057,少女们向荒野进发 OVA,4.3万追番
2058,鲁邦三世：微风公主 ~ 被隐藏的空中都市,4.3万追番
2059,模型战士高达模型制作家 起始G,4.3万追番
2060,月桂树的王子们,4.3万追番
2061,城市猎人91,4.3万追番
2062,UN-GO episode: 0 因果论,4.2万追番
2063,城市猎人 剧场版,4.2万追番
2064,失落的宇宙,4.2万追番
2065,新网球王子 OVA,4.2万追番
2066,超时空要塞 ZERO,4.2万追番
2067,哆啦A梦 大雄的宇宙小战争,4.2万追番
2068,键姬物语 永久爱丽丝轮舞曲,4.2万追番
2069,金色琴弦～Secondo Passo～,4.2万追番
2070,时间飞船24,4.2万追番
2071,SWORD GAI 装刀凯 The Animation II,4.2万追番
2072,宇宙战舰大和号,4.2万追番
2073,战国无双,4.2万追番
2074,白砂糖战士,4.1万追番
2075,西蒙 SIMOUN,4.1万追番
2076,故乡漫游 日本的古老传说 第二季,4.1万追番
2077,最终试验鲸鱼,4.1万追番
2078,玉响～more aggressive～,4.1万追番
2079,MS动画图鉴 第二季,4.1万追番
2080,兽之奏者艾琳,4.1万追番
2081,奇诺之旅 活着的目标 -life goes on.-,4.1万追番
2082,游☆戏☆王 5D's OVA 进化的决斗！星尘龙 VS 真红魔龙,4.1万追番
2083,异度传说,4.1万追番
2084,成年女性的动画时间 第一季,4万追番
2085,哆啦A梦 新大雄的恐龙,4万追番
2086,元素猎人,4万追番
2087,女朋友and女朋友（僅限港澳台地區）,4万追番
2088,探险活宝 第六季（中配）,4万追番
2089,小加速世界,4万追番
2090,法兰雀丝卡,4万追番
2091,萌菌物语 Returns,4万追番
2092,哆啦A梦 大雄的天方夜谭,4万追番
2093,王牌投手 振臂高挥～夏日大会篇～,4万追番
2094,昭和物语,4万追番
2095,排球少年！！第二季（僅限港澳台地區）,4万追番
2096,哆啦A梦 大雄与风之使者,4万追番
2097,笨蛋男友,4万追番
2098,兽王星,4万追番
2099,刀劍神域 Alicization War of Underworld 第二季（僅限台灣地區）,4万追番
2100,飞跃巅峰! 剧场版,4万追番
2101,弱酸性百万亚瑟王,4万追番
2102,哆啦A梦 大雄与梦幻三剑士,4万追番
2103,哆啦A梦 大雄和长翅膀的勇士们,4万追番
2104,哆啦A梦 大雄与铁人兵团,3.9万追番
2105,實況主的逃脫遊戲【直播中】（僅限台灣地區）,3.9万追番
2106,青之六号,3.9万追番
2107,神明之记,3.9万追番
2108,百万偶像,3.9万追番
2109,哆啦A梦 新大雄的宇宙开拓史,3.9万追番
2110,哆啦A梦 大雄的太阳王传说,3.9万追番
2111,奇诺之旅 塔之国 -Free Lance-,3.9万追番
2112,Re：從零開始的異世界生活 第二季（僅限港澳台地區）,3.9万追番
2113,偶像大师 剧场版 向着光辉的彼岸！,3.9万追番
2114,欢迎来到加帕里公园,3.9万追番
2115,心之国爱丽丝 剧场版,3.9万追番
2116,Re：從零開始的異世界生活 第二季 Part2（僅限港澳台地區）,3.9万追番
2117,喜剧,3.9万追番
2118,攻壳机动队ARISE,3.9万追番
2119,哆啦A梦 大雄与云之王国,3.9万追番
2120,鲁邦三世：次元大介的墓标,3.9万追番
2121,哆啦A梦 大雄与银河超特急,3.9万追番
2122,全金属狂潮 总集篇,3.9万追番
2123,神灵狩,3.9万追番
2124,MARS RED（僅限港澳台地區）,3.8万追番
2125,侦探学园Q,3.8万追番
2126,哆啦A梦 大雄的大魔境,3.8万追番
2127,最终幻想：灵魂深处,3.8万追番
2128,强袭魔女 OVA,3.8万追番
2129,库拉乌幻之记忆,3.8万追番
2130,哆啦A梦 大雄的南海大冒险,3.8万追番
2131,钢铁侠,3.8万追番
2132,甜甜私房猫 第四季,3.8万追番
2133,哆啦A梦 大雄与绿之巨人传,3.8万追番
2134,天空战记,3.8万追番
2135,剑风传奇 新作（僅限台湾地區）,3.8万追番
2136,银河铁道之夜 2006,3.8万追番
2137,温泉巡礼,3.7万追番
2138,爆走猎人,3.7万追番
2139,格萊普尼爾（僅限港澳台地區）,3.7万追番
2140,南瓜剪刀,3.7万追番
2141,不要输！！恶之军团！,3.7万追番
2142,天使心,3.7万追番
2143,佛兰德斯的狗,3.7万追番
2144,侦探歌剧 少女福尔摩斯 第二幕,3.7万追番
2145,橙路,3.7万追番
2146,第一神拳 Rising,3.7万追番
2147,漫研部～Surgical Friends～,3.7万追番
2148,我的长腿叔叔,3.7万追番
2149,香蕉怪大叔 呐呐~呐 北海妖怪追追追！（第三季）,3.7万追番
2150,索尼克,3.7万追番
2151,如果究極進化的完全沉浸RPG比現實還更像垃圾遊戲的話（僅限港澳地區）,3.6万追番
2152,哆啦A梦 大雄与动物行星,3.6万追番
2153,甜蜜偶像,3.6万追番
2154,问答魔法学院,3.6万追番
2155,无罪的维纳斯,3.6万追番
2156,月刊少女野崎君（僅限港澳台地區）,3.6万追番
2157,乌瑟的穷困生活 梦幻篇,3.6万追番
2158,草莓棉花糖 OVA 第1期,3.6万追番
2159,哆啦A梦 大雄的魔界大冒险,3.6万追番
2160,翠星之加尔刚蒂亚～遥远的巡回航路～,3.6万追番
2161,海獭波乐,3.6万追番
2162,豹头王传说,3.6万追番
2163,玻璃假面,3.6万追番
2164,人机续篇,3.6万追番
2165,黑魔女学园,3.6万追番
2166,机器人少女Z,3.6万追番
2167,哆啦A梦 大雄与龙骑士,3.6万追番
2168,哆啦A梦 大雄和白金迷宫,3.6万追番
2169,百变之星,3.6万追番
2170,偶像大师 灰姑娘女孩 第一季 OVA,3.6万追番
2171,机动战舰大和抚子 TV版,3.6万追番
2172,此时此刻的我,3.6万追番
2173,砂和尚,3.6万追番
2174,碧藍幻想 第二季（僅限港澳台地區）,3.5万追番
2175,花牌情缘 OAD,3.5万追番
2176,平凡職業造就世界最強（僅限港澳台地區）,3.5万追番
2177,街头霸王2 V,3.5万追番
2178,网球王子 过去和未来的信息,3.5万追番
2179,哆啦A梦 大雄与机器人王国,3.5万追番
2180,战国BASARA Judge End,3.5万追番
2181,The Revelation,3.5万追番
2182,勇者王GAOGAIGAR,3.5万追番
2183,91Days（僅限港澳台地區）,3.5万追番
2184,深夜！天才傻鹏,3.5万追番
2185,青春草莓蛋,3.5万追番
2186,物怪,3.5万追番
2187,夜樱四重奏 星之海,3.5万追番
2188,鲁邦三世 东方见闻录 ～Another Page～,3.4万追番
2189,战国BASARA 贰,3.4万追番
2190,爱你宝贝,3.4万追番
2191,热带雨林的爆笑生活 DELUXE,3.4万追番
2192,梦之祭！研究室,3.4万追番
2193,法外制裁者 OAD,3.4万追番
2194,你是彼方,3.4万追番
2195,新勇者莱汀,3.4万追番
2196,超时空要塞F 虚空歌姬 前篇,3.4万追番
2197,朝雾的巫女,3.4万追番
2198,火影忍者舞台剧,3.4万追番
2199,乔瓦尼之岛,3.4万追番
2200,绯色的欠片 第二季,3.4万追番
2201,烈火之炎,3.4万追番
2202,变形金刚 领袖之证 第二季（中文版）,3.4万追番
2203,D·N·A2 ~他到底失去了什么？~,3.4万追番
2204,闪电十一人,3.4万追番
2205,能继续奔跑下去真是太好了。,3.4万追番
2206,网球优等生,3.3万追番
2207,賈希大人不氣餒！（僅限港澳台地區）,3.3万追番
2208,拳皇的另一天,3.3万追番
2209,A频道+smile,3.3万追番
2210,真的有呀！灵媒先生,3.3万追番
2211,热风海陆bushiroad SP,3.3万追番
2212,這個勇者明明超TUEEE卻過度謹慎！（僅限台灣地區）,3.3万追番
2213,银盘万花筒,3.3万追番
2214,囝仔小短篇,3.3万追番
2215,東京復仇者（僅限港澳台地區）,3.3万追番
2216,十二生肖守护神,3.3万追番
2217,LOVE STAGE!!（僅限港澳台地區）,3.3万追番
2218,古斯柯布多力传记,3.3万追番
2219,最游记 RELOAD GUNLOCK,3.3万追番
2220,超级机器人大战OG -DIVINE WARS- 第一季,3.3万追番
2221,竖笛与双肩书包 2?,3.3万追番
2222,天使特警,3.3万追番
2223,星界死者之书,3.3万追番
2224,网球王子剧场版：英国式庭球城决战,3.3万追番
2225,Hello Kitty的天堂,3.3万追番
2226,你好七叶 第一季,3.3万追番
2227,偶像大师灰姑娘剧场 第三季（WEB版）,3.3万追番
2228,RE：人造人009,3.3万追番
2229,四色战记 / RWBY 第一季,3.3万追番
2230,乡村医生,3.3万追番
2231,夜樱四重奏 月之泣,3.2万追番
2232,偶像大师 灰姑娘女孩 第二季 OVA,3.2万追番
2233,ZEGAPAIN,3.2万追番
2234,快盗天使TWIN ANGEL,3.2万追番
2235,摇滚吧！中二乐团,3.2万追剧
2236,高智能方程式：SIN,3.2万追番
2237,只要別西卜大小姐喜歡就好（僅限港澳台地區）,3.2万追番
2238,成年女性的动画时间 第二季,3.2万追番
2239,热带雨林的爆笑生活 FINAL,3.2万追番
2240,阴守忍者,3.2万追番
2241,网球并不可笑嘛 第七季,3.2万追番
2242,女神宿舍的管理員。【安全版】（僅限港澳台地區）,3.2万追番
2243,黑狐/BLACK FOX,3.2万追番
2244,青鬼 THE ANIMATION,3.2万追番
2245,无敌看板娘,3.1万追番
2246,魔法老师！～另一个世界,3.1万追番
2247,瓦尼塔斯的手札（僅限港澳台地區）,3.1万追番
2248,超级小白（中配）,3.1万追番
2249,变形金刚大电影,3.1万追番
2250,鲁邦三世：巴比伦黄金传说,3.1万追番
2251,太空堡垒 第一季,3.1万追番
2252,BLUE DROP 天使们的戏曲,3.1万追番
2253,恋爱天使 安琪莉可～心觉醒之时～,3.1万追番
2254,七色星露,3.1万追番
2255,JOKER GAME SP,3.1万追番
2256,轮回的拉格朗日 第二季,3.1万追番
2257,迷你偶像,3.1万追番
2258,魔神英雄传 永恒传说,3.1万追番
2259,COP CRAFT（僅限台灣地區）,3.1万追番
2260,剧场版 笑傲昙天(外传) 「中篇」,3.1万追番
2261,青出于蓝～缘～,3.1万追番
2262,莎拉公主,3.1万追番
2263,婆娑罗,3.1万追番
2264,最游记RELOAD,3.1万追番
2265,五星物语,3.1万追番
2266,初瓣,3.1万追番
2267,天使的水果糖,3万追番
2268,艾梅洛閣下 II 世事件簿 -魔眼蒐集列車 Grace note-（僅限台灣地區）,3万追番
2269,银河英雄传说 我的征途是星辰大海,3万追番
2270,忘却的旋律,3万追番
2271,蜜桃女孩,3万追番
2272,魔法老师涅吉! ANIME FINAL,3万追番
2273,MARGINAL#4 从KISS开始创造Big Bang,3万追番
2274,北斗神拳拉欧外传-天之霸王,3万追番
2275,人类衰退之后 SP,3万追番
2276,粉彩回忆,3万追番
2277,世嘉硬件女孩,3万追番
2278,风人物语,3万追番
2279,虎子,3万追番
2280,「Free!」2020线上交响音乐会,3万追番
2281,剧场版 笑傲昙天(外传) 「后篇」,3万追番
2282,超时空要塞F 恋离飞翼 后篇,3万追番
2283,长门有希酱的消失 OAD,3万追番
2284,小猪佩奇 第七季,3万追番
2285,神奇宝贝不可思议的迷宫 时之探险队?暗之探险队,3万追番
2286,幻影死神,3万追番
2287,關於我轉生變成史萊姆這檔事 轉生史萊姆日記（僅限台灣地區）,2.9万追番
2288,HEROMAN,2.9万追番
2289,超时空要塞 可曾记得爱,2.9万追番
2290,破天荒游戏,2.9万追番
2291,小猪佩奇 第三季 英文版,2.9万追番
2292,果然我的青春戀愛喜劇搞錯了。完（僅限港澳台地區）,2.9万追番
2293,仙界传 封神演义,2.9万追番
2294,图书馆战争 革命之翼,2.9万追番
2295,网球并不可笑嘛 第二季,2.9万追番
2296,新世界 未来篇,2.9万追番
2297,我家也有外星人,2.9万追番
2298,网球并不可笑嘛 第六季,2.9万追番
2299,OVERLORD（僅限港澳台地區）,2.9万追番
2300,魂狩,2.9万追番
2301,天使的尾巴,2.9万追番
2302,高智能方程式：SAGA,2.9万追番
2303,小猪佩奇 第二季 英文版,2.8万追番
2304,竖笛与双肩书包 3☆,2.8万追番
2305,夏之岚！ ～春夏冬中～,2.8万追番
2306,普通女高中生要做当地偶像 OVA,2.8万追番
2307,重力异想世界2 序章,2.8万追番
2308,胡子小鸡,2.8万追番
2309,高校星歌剧 OVA,2.8万追番
2310,泰坦尼亚,2.8万追番
2311,战斗陀螺 第一季,2.8万追番
2312,小猪佩奇 第七季 英文版,2.8万追番
2313,两个人是少女福尔摩斯,2.8万追番
2314,生日乐园,2.8万追番
2315,智龙迷城,2.8万追番
2316,比得兔（第一季）,2.8万追番
2317,天使领域,2.8万追番
2318,魔法少女砂沙美,2.8万追番
2319,蜜×蜜水果糖,2.7万追番
2320,你所期望的永远 ?Next Season?,2.7万追番
2321,向阳素描×蜂窝,2.7万追番
2322,昭和元祿落語心中-助六再臨篇（僅限港澳台地區）,2.7万追番
2323,漫研部~妄想突变~,2.7万追番
2324,高智能方程式：ZERO,2.7万追番
2325,绿林寮,2.7万追番
2326,三者三叶 特典,2.7万追番
2327,酷妹当家,2.7万追番
2328,桥的那一边,2.7万追番
2329,魔法使的注意事项 夏季的天空,2.7万追番
2330,东之伊甸I -The King of Eden,2.7万追番
2331,成惠的世界,2.7万追番
2332,.hack//世界的彼方,2.7万追番
2333,千岁 Get You!!,2.7万追番
2334,龙收藏,2.7万追番
2335,吉尔伽美什,2.7万追番
2336,魔神Z 真魔神 冲击！Z篇,2.7万追番
2337,SHADOWS HOUSE-影宅-（僅限港澳台地區）,2.7万追番
2338,.HACK//Quantum,2.7万追番
2339,莉露莉露妖精莉露～妖精之门～,2.7万追番
2340,拽妹黛薇儿 第二季,2.7万追番
2341,神样DOLLS,2.7万追番
2342,御伽草子,2.7万追番
2343,奴隸區 The Animation（僅限港澳台地區）,2.7万追番
2344,摸索吧！部活剧 再来一个,2.7万追番
2345,向阳素描×365,2.6万追番
2346,网球王子 那时的我们,2.6万追番
2347,鲁邦三世：DEAD OR ALIVE,2.6万追番
2348,火鸟,2.6万追番
2349,魔界战记 迪斯凯亚,2.6万追番
2350,剧场版 银河机攻队Majestic Prince 觉醒的基因,2.6万追番
2351,明日之丈 第二季,2.6万追番
2352,恋恋七人组,2.6万追番
2353,仙境传说,2.6万追番
2354,傀儡师左近,2.6万追番
2355,秀逗魔导士 第二季,2.6万追番
2356,宇崎學妹想要玩！（僅限港澳台及其他地區）,2.6万追番
2357,魔王大人、RETRY！（僅限港澳台地區）,2.6万追番
2358,危险调查员,2.6万追番
2359,遊戲王：次元的黑暗面（僅限港澳台地區）,2.6万追番
2360,爱玩怪兽,2.6万追番
2361,工作狂人,2.6万追番
2362,手冢治虫的佛陀：永无止境之旅,2.6万追番
2363,失憶融合WIXOSS（僅限港澳台地區）,2.6万追番
2364,高智能方程式 DOUBLE ONE,2.6万追番
2365,我们这一家 剧场版,2.6万追番
2366,袖珍女仆小梅,2.6万追番
2367,鲁邦三世：血之刻印 永远的Mermaid,2.6万追番
2368,神奇宝贝：皮卡丘的鬼怪狂欢节,2.6万追番
2369,心之彼端2 Adplus,2.6万追番
2370,亚尔斯兰战记 OAD,2.6万追番
2371,偶像大师 闪耀祭典,2.5万追番
2372,圣石小子,2.5万追番
2373,海天使的灯火,2.5万追番
2374,X战警：进化,2.5万追番
2375,魔法战士李维,2.5万追番
2376,生肖奇缘 (2019)（僅限港澳地區）,2.5万追番
2377,银河冒险战记,2.5万追番
2378,我的女神 OVA,2.5万追番
2379,Double Decker!?道格&基里爾（僅限港澳台地區）,2.5万追番
2380,給不滅的你（僅限港澳台地區）,2.5万追番
2381,快餐厅之恋,2.5万追番
2382,落语天女,2.5万追番
2383,我們真的學不來！（僅限台灣地區）,2.5万追番
2384,迷糊天使,2.5万追番
2385,心之彼端2 OVA,2.5万追番
2386,大家集合！Falcom学园,2.5万追番
2387,咕噜咕噜魔法阵,2.5万追番
2388,出云战记,2.5万追番
2389,Candy☆Boy OVA,2.5万追番
2390,网球王子剧场版 二人的武士,2.5万追番
2391,攻壳机动队 塔奇克马的日常,2.5万追番
2392,科學一方通行（僅限台灣地區）,2.4万追番
2393,心之彼端2 Another Day,2.4万追番
2394,校园迷糊大王 三学期,2.4万追番
2395,炎炎消防隊 貳之章（僅限港澳台地區）,2.4万追番
2396,探险活宝 第七季（中配）,2.4万追番
2397,灌篮少年,2.4万追番
2398,如果高中棒球社女经理读过杜拉克的《管理学》的话,2.4万追番
2399,信长之枪,2.4万追番
2400,Macross Plus OVA,2.4万追番
2401,网球并不可笑嘛 第五季,2.4万追番
2402,佝偻猫 第二季,2.4万追番
2403,摸索吧！部活剧 第三季,2.4万追番
2404,是魔法使的话就吃味噌,2.4万追番
2405,X战警,2.4万追番
2406,钢铁神兵B'T-X NEO,2.4万追番
2407,月面兔兵器米娜,2.4万追番
2408,蓝龙,2.4万追番
2409,东月西阳,2.4万追番
2410,輝夜姬想讓人告白？~天才們的戀愛頭腦戰~（僅限台灣地區）,2.4万追番
2411,新飞天小女警 第二季,2.4万追番
2412,网球王子剧场版 迹部的礼物,2.4万追番
2413,Crane Game Girls 第二季,2.4万追番
2414,吹響！上低音號 ?~歡迎來到北宇治高校吹奏樂部~（僅限台灣地區）,2.4万追番
2415,侦探歌剧 少女福尔摩斯 OVA,2.4万追番
2416,永恒传说,2.4万追番
2417,神枪少女 -IL TEATRINO- OVA,2.4万追番
2418,大怪兽RUSH,2.4万追番
2419,擾亂 THE PRINCESS OF SNOW AND BLOOD（僅限港澳台地區）,2.4万追番
2420,艾莉森与莉莉娅,2.4万追番
2421,逮捕令 全速前进,2.3万追番
2422,兽械争霸,2.3万追番
2423,刀使巫女（中配）,2.3万追番
2424,小猪佩奇 第六季,2.3万追番
2425,青兰圆舞曲,2.3万追番
2426,希望宅邸3D 第一季,2.3万追番
2427,魔法巧克力专门店,2.3万追番
2428,爱米 -WE LOVE RICE- 第二季,2.3万追番
2429,世界大战：歌利娅,2.3万追剧
2430,藍海少女（僅限台灣地區）,2.3万追番
2431,少年好莱坞,2.3万追番
2432,空想新子和千年的魔法,2.3万追剧
2433,吟游默示录 wieder,2.3万追番
2434,后天的方向,2.3万追番
2435,向阳素描×☆☆☆,2.3万追番
2436,神田川JET GIRLS（僅限台灣地區）,2.3万追番
2437,十兵卫2 西伯利亚柳生的反击,2.3万追番
2438,鲁邦三世：风魔家族的阴谋,2.3万追番
2439,天使的小生意气,2.3万追番
2440,Active Raid -机动强袭室第八课-,2.3万追番
2441,阴阳大战记,2.3万追番
2442,Di Gi Charat,2.3万追番
2443,鲁邦三世：俄罗斯之恋,2.3万追番
2444,动画秘密花园,2.3万追番
2445,飞篮扣杀,2.3万追番
2446,爱天使传说,2.3万追番
2447,怪物猎人物语 RIDE ON 第二季,2.3万追番
2448,妙手小厨师,2.3万追番
2449,小猪佩奇 第二季,2.3万追番
2450,恋之魔法波波糖,2.3万追番
2451,水晶版 雷公 雷的传说,2.3万追番
2452,网球并不可笑嘛 第三季,2.3万追番
2453,星掠者（僅限港澳台地區）,2.3万追番
2454,我是小甜甜,2.3万追番
2455,DOUBLE CIRCLE,2.3万追番
2456,苍穹之法芙娜 HEAVEN AND EARTH,2.3万追番
2457,流汗吧！健身少女（僅限港澳台地區）,2.2万追番
2458,东京地下城,2.2万追番
2459,超異域公主連結☆Re:Dive（僅限港澳台地區）,2.2万追番
2460,银发的阿基多,2.2万追番
2461,苍天航路,2.2万追番
2462,弹珠人爆外传,2.2万追番
2463,同人WORK,2.2万追番
2464,魁!!库洛马迪高校,2.2万追番
2465,THE BIG O,2.2万追番
2466,头文字D Extra Stage,2.2万追番
2467,时间飞船24 逆袭的三恶人,2.2万追番
2468,新天线宝宝 第二季,2.2万追番
2469,魔神凯撒,2.2万追番
2470,叮当猫,2.2万追番
2471,出云传奇,2.2万追番
